State,Year,Season,Crop,Area,Production,Rainfall
Tamil Nadu,2011,Whole Year ,Sugarcane,4341,490210,926.5
Tamil Nadu,2011,Whole Year ,Sunflower,184,331,926.5
Tamil Nadu,2011,Whole Year ,Sweet potato,33,676,926.5
Tamil Nadu,2011,Whole Year ,Tapioca,105,3955,926.5
Tamil Nadu,2011,Whole Year ,Turmeric,29,159,926.5
Tamil Nadu,2011,Whole Year ,Urad,1053,888,926.5
Tamil Nadu,2012,Kharif     ,Arhar/Tur,1504,1014,636.1
Tamil Nadu,2012,Kharif     ,Castor seed,167,30,636.1
Tamil Nadu,2012,Kharif     ,Cotton(lint),5182,6853,636.1
Tamil Nadu,2012,Kharif     ,Groundnut,2319,4637,636.1
Tamil Nadu,2012,Kharif     ,Horse-gram,42,17,636.1
Tamil Nadu,2012,Kharif     ,Maize,7033,14740,636.1
Tamil Nadu,2012,Kharif     ,Moong(Green Gram),1655,629,636.1
Tamil Nadu,2012,Kharif     ,Ragi,12,23,636.1
Tamil Nadu,2012,Kharif     ,Rice,18024,65000,636.1
Tamil Nadu,2012,Kharif     ,Sunflower,81,80,636.1
Tamil Nadu,2012,Kharif     ,Urad,719,374,636.1
Tamil Nadu,2012,Rabi       ,Gram,11,7,636.1
Tamil Nadu,2012,Whole Year ,Sugarcane,4944,494730,636.1
Tamil Nadu,2013,Kharif     ,Bajra,1321,2161,741.9
Tamil Nadu,2013,Kharif     ,Castor seed,33,10,741.9
Tamil Nadu,2013,Kharif     ,Cotton(lint),3492,6008,741.9
Tamil Nadu,2013,Kharif     ,Groundnut,1049,2191,741.9
Tamil Nadu,2013,Kharif     ,Horse-gram,40,20,741.9
Tamil Nadu,2013,Kharif     ,Jowar,8169,14802,741.9
Tamil Nadu,2013,Kharif     ,Maize,4660,18918,741.9
Tamil Nadu,2013,Kharif     ,Moong(Green Gram),1843,1512,741.9
Tamil Nadu,2013,Kharif     ,Onion,193,1887,741.9
Tamil Nadu,2013,Kharif     ,Ragi,44,120,741.9
Tamil Nadu,2013,Kharif     ,Rice,35268,163965,741.9
Tamil Nadu,2013,Kharif     ,Sunflower,13,23,741.9
Tamil Nadu,2013,Kharif     ,Urad,724,608,741.9
Tamil Nadu,2013,Rabi       ,Bajra,988,2150,741.9
Tamil Nadu,2013,Rabi       ,Cotton(lint),2403,3853,741.9
Tamil Nadu,2013,Rabi       ,Groundnut,1051,2316,741.9
Tamil Nadu,2013,Rabi       ,Horse-gram,73,47,741.9
Tamil Nadu,2013,Rabi       ,Jowar,2321,5238,741.9
Tamil Nadu,2013,Rabi       ,Maize,3368,16847,741.9
Tamil Nadu,2013,Rabi       ,Moong(Green Gram),485,391,741.9
Tamil Nadu,2013,Rabi       ,Onion,299,2461,741.9
Tamil Nadu,2013,Rabi       ,Ragi,16,63,741.9
Tamil Nadu,2013,Rabi       ,Sunflower,35,35,741.9
Tamil Nadu,2013,Rabi       ,Urad,281,240,741.9
Tamil Nadu,2013,Whole Year ,Arhar/Tur,2069,1758,741.9
Tamil Nadu,2013,Whole Year ,Banana,2427,100803,741.9
Tamil Nadu,2013,Whole Year ,Cashewnut,168,48,741.9
Tamil Nadu,2013,Whole Year ,Coconut ,11305,157800000,741.9
Tamil Nadu,2013,Whole Year ,Coriander,65,23,741.9
Tamil Nadu,2013,Whole Year ,Dry chillies,396,108,741.9
Tamil Nadu,2013,Whole Year ,Garlic,1,6,741.9
Tamil Nadu,2013,Whole Year ,Gram,9,5,741.9
Tamil Nadu,2013,Whole Year ,Small millets,2354,1419,741.9
Tamil Nadu,2013,Whole Year ,Sugarcane,4075,399214,741.9
Tamil Nadu,2013,Whole Year ,Sweet potato,19,637,741.9
Tamil Nadu,2013,Whole Year ,Tapioca,73,2184,741.9
Tamil Nadu,2013,Whole Year ,Turmeric,13,48,741.9
Tamil Nadu,1997,Kharif     ,Banana,575,14622,950.5
Tamil Nadu,1997,Kharif     ,Onion,30,237,950.5
Tamil Nadu,1997,Kharif     ,Sesamum,443,150,950.5
Tamil Nadu,1997,Kharif     ,Tobacco,421,751,950.5
Tamil Nadu,1997,Whole Year ,Banana,556,26820,950.5
Tamil Nadu,1997,Whole Year ,Cashewnut,438,280,950.5
Tamil Nadu,1997,Whole Year ,Cotton(lint),1368,2420,950.5
Tamil Nadu,1997,Whole Year ,Dry chillies,28,20,950.5
Tamil Nadu,1997,Whole Year ,Groundnut,5900,7540,950.5
Tamil Nadu,1997,Whole Year ,Maize,59,150,950.5
Tamil Nadu,1997,Whole Year ,Moong(Green Gram),18272,3020,950.5
Tamil Nadu,1997,Whole Year ,Onion,35,260,950.5
Tamil Nadu,1997,Whole Year ,Pulses total,67702,21690,950.5
Tamil Nadu,1997,Whole Year ,Ragi,3,10,950.5
Tamil Nadu,1997,Whole Year ,Rice,156953,269630,950.5
Tamil Nadu,1997,Whole Year ,Sugarcane,4601,4940000,950.5
Tamil Nadu,1997,Whole Year ,Sweet potato,1,20,950.5
Tamil Nadu,1997,Whole Year ,Tapioca,67,2510,950.5
Tamil Nadu,1997,Whole Year ,Tobacco,273,450,950.5
Tamil Nadu,1997,Whole Year ,Total foodgrain,224721,291480,950.5
Tamil Nadu,1997,Whole Year ,Turmeric,5,30,950.5
Tamil Nadu,1997,Whole Year ,Urad,49422,18670,950.5
Tamil Nadu,1998,Kharif     ,Cotton(lint),1582,3618,1079.7
Tamil Nadu,1998,Kharif     ,Groundnut,4194,6062,1079.7
Tamil Nadu,1998,Kharif     ,Maize,14,37,1079.7
Tamil Nadu,1998,Kharif     ,Mesta,159,743,1079.7
Tamil Nadu,1998,Kharif     ,Moong(Green Gram),9189,4585,1079.7
Tamil Nadu,1998,Kharif     ,Pulses total,65372,30252,1079.7
Tamil Nadu,1998,Kharif     ,Rice,159249,551392,1079.7
Tamil Nadu,1998,Kharif     ,Sesamum,143,51,1079.7
Tamil Nadu,1998,Kharif     ,Total foodgrain,224635,58168,1079.7
Tamil Nadu,1998,Kharif     ,Urad,56135,25654,1079.7
Tamil Nadu,1998,Whole Year ,Banana,541,15747,1079.7
Tamil Nadu,1998,Whole Year ,Cashewnut,356,73,1079.7
Tamil Nadu,1998,Whole Year ,Dry chillies,836,502,1079.7
Tamil Nadu,1998,Whole Year ,Onion,30,234,1079.7
Tamil Nadu,1998,Whole Year ,Sugarcane,3959,485900,1079.7
Tamil Nadu,1998,Whole Year ,Sweet potato,2,36,1079.7
Tamil Nadu,1998,Whole Year ,Tapioca,115,4271,1079.7
Tamil Nadu,1998,Whole Year ,Tobacco,323,534,1079.7
Tamil Nadu,1998,Whole Year ,Turmeric,11,67,1079.7
Tamil Nadu,1999,Kharif     ,Arhar/Tur,2,1,922.6
Tamil Nadu,1999,Kharif     ,Cotton(lint),286,626,922.6
Tamil Nadu,1999,Kharif     ,Groundnut,3358,4959,922.6
Tamil Nadu,1999,Kharif     ,Maize,11,29,922.6
Tamil Nadu,1999,Kharif     ,Mesta,6,28,922.6
Tamil Nadu,1999,Kharif     ,Moong(Green Gram),19093,9298,922.6
Tamil Nadu,1999,Kharif     ,Rice,162381,518670,922.6
Tamil Nadu,1999,Kharif     ,Sesamum,473,152,922.6
Tamil Nadu,1999,Kharif     ,Urad,50281,23280,922.6
Tamil Nadu,1999,Whole Year ,Banana,575,14622,922.6
Tamil Nadu,1999,Whole Year ,Cashewnut,345,101,922.6
Tamil Nadu,1999,Whole Year ,Dry chillies,2,2,922.6
Tamil Nadu,1999,Whole Year ,Guar seed,3852,33529,922.6
Tamil Nadu,1999,Whole Year ,Onion,30,237,922.6
Tamil Nadu,1999,Whole Year ,Sugarcane,3852,344773,922.6
Tamil Nadu,1999,Whole Year ,Sweet potato,1,12,922.6
Tamil Nadu,1999,Whole Year ,Tapioca,206,7310,922.6
Tamil Nadu,1999,Whole Year ,Tobacco,421,751,922.6
Tamil Nadu,1999,Whole Year ,Turmeric,1,6,922.6
Tamil Nadu,2000,Kharif     ,Cotton(lint),1446,3242,972
Tamil Nadu,2000,Kharif     ,Groundnut,2402,2886,972
Tamil Nadu,2000,Kharif     ,Mesta,6,28,972
Tamil Nadu,2000,Kharif     ,Moong(Green Gram),19114,5199,972
Tamil Nadu,2000,Kharif     ,Rice,168155,556041,972
Tamil Nadu,2000,Kharif     ,Sesamum,1359,544,972
Tamil Nadu,2000,Kharif     ,Urad,51088,23654,972
Tamil Nadu,2000,Whole Year ,Banana,38,966,972
Tamil Nadu,2000,Whole Year ,Cashewnut,347,163,972
Tamil Nadu,2000,Whole Year ,Dry chillies,14,8,972
Tamil Nadu,2000,Whole Year ,Sugarcane,5001,447614,972
Tamil Nadu,2000,Whole Year ,Tapioca,145,5145,972
Tamil Nadu,2000,Whole Year ,Tobacco,280,500,972
Tamil Nadu,2000,Whole Year ,Turmeric,3,16,972
Tamil Nadu,2001,Kharif     ,Bajra,3,1,483.4
Tamil Nadu,2001,Kharif     ,Cotton(lint),1883,2730,483.4
Tamil Nadu,2001,Kharif     ,Groundnut,2604,4400,483.4
Tamil Nadu,2001,Kharif     ,Moong(Green Gram),18497,4190,483.4
Tamil Nadu,2001,Kharif     ,Rice,168265,427500,483.4
Tamil Nadu,2001,Kharif     ,Sesamum,1680,660,483.4
Tamil Nadu,2001,Kharif     ,Urad,50669,11340,483.4
Tamil Nadu,2001,Whole Year ,Sugarcane,3661,366800,483.4
Tamil Nadu,2002,Kharif     ,Cotton(lint),1185,2313,318
Tamil Nadu,2002,Kharif     ,Groundnut,2314,3602,318
Tamil Nadu,2002,Kharif     ,Maize,2,5,318
Tamil Nadu,2002,Kharif     ,Moong(Green Gram),8582,3150,318
Tamil Nadu,2002,Kharif     ,Rice,137724,159449,318
Tamil Nadu,2002,Kharif     ,Sesamum,928,288,318
Tamil Nadu,2002,Kharif     ,Sunflower,2,2,318
Tamil Nadu,2002,Kharif     ,Urad,21504,4523,318
Tamil Nadu,2002,Whole Year ,Banana,750,27715,318
Tamil Nadu,2002,Whole Year ,Bhindi,21,156,318
Tamil Nadu,2002,Whole Year ,Brinjal,24,183,318
Tamil Nadu,2002,Whole Year ,Cashewnut,503,152,318
Tamil Nadu,2002,Whole Year ,Citrus Fruit,71,79,318
Tamil Nadu,2002,Whole Year ,Coconut ,3660,25900,318
Tamil Nadu,2002,Whole Year ,Dry chillies,24,14,318
Tamil Nadu,2002,Whole Year ,Jack Fruit,10,113,318
Tamil Nadu,2002,Whole Year ,Mango,1057,6333,318
Tamil Nadu,2002,Whole Year ,Onion,30,254,318
Tamil Nadu,2002,Whole Year ,Pome Fruit,13,68,318
Tamil Nadu,2002,Whole Year ,Sugarcane,3288,301970,318
Tamil Nadu,2002,Whole Year ,Sweet potato,15,205,318
Tamil Nadu,2002,Whole Year ,Tapioca,160,5055,318
Tamil Nadu,2002,Whole Year ,Tobacco,228,378,318
Tamil Nadu,2002,Whole Year ,Tomato,3,37,318
Tamil Nadu,2002,Whole Year ,Turmeric,5,19,318
Tamil Nadu,2003,Kharif     ,Cotton(lint),3793,7122,348.5
Tamil Nadu,2003,Kharif     ,Groundnut,2817,3641,348.5
Tamil Nadu,2003,Kharif     ,Maize,62,164,348.5
Tamil Nadu,2003,Kharif     ,Moong(Green Gram),14294,4689,348.5
Tamil Nadu,2003,Kharif     ,Other Kharif pulses,3,1,348.5
Tamil Nadu,2003,Kharif     ,Ragi,2,5,348.5
Tamil Nadu,2003,Kharif     ,Rice,136039,259866,348.5
Tamil Nadu,2003,Kharif     ,Sesamum,1735,554,348.5
Tamil Nadu,2003,Kharif     ,Sunflower,44,57,348.5
Tamil Nadu,2003,Kharif     ,Urad,28404,7095,348.5
Tamil Nadu,2003,Whole Year ,Banana,537,18996,348.5
Tamil Nadu,2003,Whole Year ,Bhindi,16,112,348.5
Tamil Nadu,2003,Whole Year ,Brinjal,69,771,348.5
Tamil Nadu,2003,Whole Year ,Cashewnut,557,192,348.5
Tamil Nadu,2003,Whole Year ,Citrus Fruit,66,69,348.5
Tamil Nadu,2003,Whole Year ,Coconut ,3808,38900,348.5
Tamil Nadu,2003,Whole Year ,Dry chillies,21,11,348.5
Tamil Nadu,2003,Whole Year ,Jack Fruit,10,97,348.5
Tamil Nadu,2003,Whole Year ,Mango,1239,5148,348.5
Tamil Nadu,2003,Whole Year ,Onion,26,234,348.5
Tamil Nadu,2003,Whole Year ,Pome Fruit,15,105,348.5
Tamil Nadu,2003,Whole Year ,Sugarcane,2213,225014,348.5
Tamil Nadu,2003,Whole Year ,Tapioca,159,5357,348.5
Tamil Nadu,2003,Whole Year ,Tomato,1,10,348.5
Tamil Nadu,2003,Whole Year ,Turmeric,4,17,348.5
Tamil Nadu,2004,Kharif     ,Bajra,5,14,1037.6
Tamil Nadu,2004,Kharif     ,Cotton(lint),3843,6530,1037.6
Tamil Nadu,2004,Kharif     ,Groundnut,3306,5630,1037.6
Tamil Nadu,2004,Kharif     ,Maize,29,75,1037.6
Tamil Nadu,2004,Kharif     ,Moong(Green Gram),21984,5335,1037.6
Tamil Nadu,2004,Kharif     ,Rice,153139,140662,1037.6
Tamil Nadu,2004,Kharif     ,Sesamum,444,124,1037.6
Tamil Nadu,2004,Kharif     ,Sunflower,69,73,1037.6
Tamil Nadu,2004,Kharif     ,Urad,45465,10882,1037.6
Tamil Nadu,2004,Whole Year ,Arecanut,2,3,1037.6
Tamil Nadu,2004,Whole Year ,Banana,533,22640,1037.6
Tamil Nadu,2004,Whole Year ,Cashewnut,584,211,1037.6
Tamil Nadu,2004,Whole Year ,Coconut ,3847,39900,1037.6
Tamil Nadu,2004,Whole Year ,Dry chillies,24,16,1037.6
Tamil Nadu,2004,Whole Year ,Onion,8,77,1037.6
Tamil Nadu,2004,Whole Year ,Sugarcane,2550,222240,1037.6
Tamil Nadu,2004,Whole Year ,Tapioca,163,6727,1037.6
Tamil Nadu,2004,Whole Year ,Turmeric,2,11,1037.6
Tamil Nadu,2005,Kharif     ,Cotton(lint),2131,4541,1365.3
Tamil Nadu,2005,Kharif     ,Groundnut,2735,9161,1365.3
Tamil Nadu,2005,Kharif     ,Moong(Green Gram),22039,4468,1365.3
Tamil Nadu,2005,Kharif     ,Rice,158100,136637,1365.3
Tamil Nadu,2005,Kharif     ,Sesamum,137,64,1365.3
Tamil Nadu,2005,Kharif     ,Sunflower,24,30,1365.3
Tamil Nadu,2005,Kharif     ,Urad,42930,8268,1365.3
Tamil Nadu,2005,Whole Year ,Arecanut,2,1,1365.3
Tamil Nadu,2005,Whole Year ,Banana,616,30248,1365.3
Tamil Nadu,2005,Whole Year ,Cashewnut,590,223,1365.3
Tamil Nadu,2005,Whole Year ,Coconut ,3850,546,1365.3
Tamil Nadu,2005,Whole Year ,Dry chillies,32,21,1365.3
Tamil Nadu,2005,Whole Year ,Onion,8,64,1365.3
Tamil Nadu,2005,Whole Year ,Sugarcane,4358,401341,1365.3
Tamil Nadu,2005,Whole Year ,Tapioca,214,8177,1365.3
Tamil Nadu,2005,Whole Year ,Tobacco,343,568,1365.3
Tamil Nadu,2005,Whole Year ,Turmeric,3,17,1365.3
Tamil Nadu,2006,Kharif     ,Rice,165714,630607,927.9
Tamil Nadu,2006,Whole Year ,Banana,613,32847,927.9
Tamil Nadu,2006,Whole Year ,Cashewnut,631,287,927.9
Tamil Nadu,2006,Whole Year ,Coconut ,4148,627,927.9
Tamil Nadu,2006,Whole Year ,Cotton(lint),370,972,927.9
Tamil Nadu,2006,Whole Year ,Dry chillies,18,13,927.9
Tamil Nadu,2006,Whole Year ,Groundnut,3119,11853,927.9
Tamil Nadu,2006,Whole Year ,Maize,7,37,927.9
Tamil Nadu,2006,Whole Year ,Moong(Green Gram),23714,15555,927.9
Tamil Nadu,2006,Whole Year ,Sesamum,849,224,927.9
Tamil Nadu,2006,Whole Year ,Sugarcane,6246,585919,927.9
Tamil Nadu,2006,Whole Year ,Sunflower,7,13,927.9
Tamil Nadu,2006,Whole Year ,Sweet potato,1,17,927.9
Tamil Nadu,2006,Whole Year ,Tapioca,181,7305,927.9
Tamil Nadu,2006,Whole Year ,Tobacco,326,540,927.9
Tamil Nadu,2006,Whole Year ,Turmeric,3,17,927.9
Tamil Nadu,2006,Whole Year ,Urad,60413,33196,927.9
Tamil Nadu,2007,Kharif     ,Rice,154040,289317,1067.2
Tamil Nadu,2007,Whole Year ,Arecanut,2,2,1067.2
Tamil Nadu,2007,Whole Year ,Banana,609,29074,1067.2
Tamil Nadu,2007,Whole Year ,Cashewnut,869,497,1067.2
Tamil Nadu,2007,Whole Year ,Coconut ,4241,604,1067.2
Tamil Nadu,2007,Whole Year ,Cotton(lint),1269,1505,1067.2
Tamil Nadu,2007,Whole Year ,Dry chillies,28,14,1067.2
Tamil Nadu,2007,Whole Year ,Groundnut,4109,8155,1067.2
Tamil Nadu,2007,Whole Year ,Maize,5,27,1067.2
Tamil Nadu,2007,Whole Year ,Moong(Green Gram),30768,1416,1067.2
Tamil Nadu,2007,Whole Year ,Sesamum,4451,496,1067.2
Tamil Nadu,2007,Whole Year ,Sugarcane,6443,505202,1067.2
Tamil Nadu,2007,Whole Year ,Tapioca,158,6668,1067.2
Tamil Nadu,2007,Whole Year ,Tobacco,400,663,1067.2
Tamil Nadu,2007,Whole Year ,Turmeric,2,11,1067.2
Tamil Nadu,2007,Whole Year ,Urad,64860,3620,1067.2
Tamil Nadu,2008,Kharif     ,Rice,170840,225147,1203.4
Tamil Nadu,2008,Whole Year ,Arecanut,1,2,1203.4
Tamil Nadu,2008,Whole Year ,Banana,578,25694,1203.4
Tamil Nadu,2008,Whole Year ,Cashewnut,2049,1068,1203.4
Tamil Nadu,2008,Whole Year ,Coconut ,4176,817000,1203.4
Tamil Nadu,2008,Whole Year ,Cotton(lint),421,500,1203.4
Tamil Nadu,2008,Whole Year ,Dry chillies,50,25,1203.4
Tamil Nadu,2008,Whole Year ,Groundnut,3708,9335,1203.4
Tamil Nadu,2008,Whole Year ,Jowar,8,14,1203.4
Tamil Nadu,2008,Whole Year ,Maize,27,162,1203.4
Tamil Nadu,2008,Whole Year ,Moong(Green Gram),34588,2933,1203.4
Tamil Nadu,2008,Whole Year ,Sesamum,1428,167,1203.4
Tamil Nadu,2008,Whole Year ,Sugarcane,4958,329449,1203.4
Tamil Nadu,2008,Whole Year ,Sunflower,1,1,1203.4
Tamil Nadu,2008,Whole Year ,Tapioca,129,4705,1203.4
Tamil Nadu,2008,Whole Year ,Tobacco,403,668,1203.4
Tamil Nadu,2008,Whole Year ,Urad,61503,4739,1203.4
Tamil Nadu,2009,Kharif     ,Rice,157855,432029,928.5
Tamil Nadu,2009,Whole Year ,Banana,640,27518,928.5
Tamil Nadu,2009,Whole Year ,Cashewnut,2152,1076,928.5
Tamil Nadu,2009,Whole Year ,Coconut ,4105,94500,928.5
Tamil Nadu,2009,Whole Year ,Cotton(lint),317,657,928.5
Tamil Nadu,2009,Whole Year ,Dry chillies,54,29,928.5
Tamil Nadu,2009,Whole Year ,Groundnut,2386,7199,928.5
Tamil Nadu,2009,Whole Year ,Maize,6,38,928.5
Tamil Nadu,2009,Whole Year ,Moong(Green Gram),29323,8283,928.5
Tamil Nadu,2009,Whole Year ,Sesamum,683,180,928.5
Tamil Nadu,2009,Whole Year ,Sugarcane,3958,288713,928.5
Tamil Nadu,2009,Whole Year ,Sweet potato,3,44,928.5
Tamil Nadu,2009,Whole Year ,Tapioca,126,4343,928.5
Tamil Nadu,2009,Whole Year ,Tobacco,376,691,928.5
Tamil Nadu,2009,Whole Year ,Urad,51819,14400,928.5
Tamil Nadu,2010,Kharif     ,Cotton(lint),261,763,1095.2
Tamil Nadu,2010,Kharif     ,Groundnut,2495,7894,1095.2
Tamil Nadu,2010,Kharif     ,Maize,24,93,1095.2
Tamil Nadu,2010,Kharif     ,Moong(Green Gram),28761,8898,1095.2
Tamil Nadu,2010,Kharif     ,Rice,156049,321506,1095.2
Tamil Nadu,2010,Kharif     ,Urad,51549,21033,1095.2
Tamil Nadu,2010,Whole Year ,Sugarcane,3046,289076,1095.2
Tamil Nadu,2011,Kharif     ,Cotton(lint),1,3,926.5
Tamil Nadu,2011,Kharif     ,Groundnut,89,196,926.5
Tamil Nadu,2011,Kharif     ,Maize,17,97,926.5
Tamil Nadu,2011,Kharif     ,Rice,170042,577026,926.5
Tamil Nadu,2011,Rabi       ,Cotton(lint),316,917,926.5
Tamil Nadu,2011,Rabi       ,Groundnut,2506,9769,926.5
Tamil Nadu,2011,Whole Year ,Arecanut,1,2,926.5
Tamil Nadu,2011,Whole Year ,Banana,645,28183,926.5
Tamil Nadu,2011,Whole Year ,Cashewnut,1856,488,926.5
Tamil Nadu,2011,Whole Year ,Coconut ,4026,55400000,926.5
Tamil Nadu,2011,Whole Year ,Dry chillies,98,43,926.5
Tamil Nadu,2011,Whole Year ,Moong(Green Gram),31855,10776,926.5
Tamil Nadu,2011,Whole Year ,Sugarcane,3079,266324,926.5
Tamil Nadu,2011,Whole Year ,Tapioca,193,7269,926.5
Tamil Nadu,2011,Whole Year ,Tobacco,204,501,926.5
Tamil Nadu,2011,Whole Year ,Urad,50480,16882,926.5
Tamil Nadu,2012,Kharif     ,Cotton(lint),675,1694,636.1
Tamil Nadu,2012,Kharif     ,Groundnut,1730,4968,636.1
Tamil Nadu,2012,Kharif     ,Maize,30,104,636.1
Tamil Nadu,2012,Kharif     ,Moong(Green Gram),22901,5590,636.1
Tamil Nadu,2012,Kharif     ,Rice,142210,201553,636.1
Tamil Nadu,2012,Kharif     ,Urad,30600,10300,636.1
Tamil Nadu,2012,Whole Year ,Sugarcane,3421,319635,636.1
Tamil Nadu,2013,Kharif     ,Jowar,3,3,741.9
Tamil Nadu,2013,Kharif     ,Maize,19,124,741.9
Tamil Nadu,2013,Kharif     ,Onion,10,116,741.9
Tamil Nadu,2013,Kharif     ,Rice,154750,605329,741.9
Tamil Nadu,2013,Kharif     ,Urad,143,120,741.9
Tamil Nadu,2013,Rabi       ,Bajra,5,10,741.9
Tamil Nadu,2013,Rabi       ,Cotton(lint),2496,9850,741.9
Tamil Nadu,2013,Rabi       ,Groundnut,1812,5818,741.9
Tamil Nadu,2013,Rabi       ,Jowar,14,30,741.9
Tamil Nadu,2013,Rabi       ,Maize,3,15,741.9
Tamil Nadu,2013,Rabi       ,Moong(Green Gram),39811,34551,741.9
Tamil Nadu,2013,Rabi       ,Urad,46929,40958,741.9
Tamil Nadu,2013,Whole Year ,Arecanut,1,1,741.9
Tamil Nadu,2013,Whole Year ,Banana,575,23882,741.9
Tamil Nadu,2013,Whole Year ,Cashewnut,1693,661,741.9
Tamil Nadu,2013,Whole Year ,Coconut ,3854,44600000,741.9
Tamil Nadu,2013,Whole Year ,Dry chillies,23,6,741.9
Tamil Nadu,2013,Whole Year ,Sugarcane,2962,278902,741.9
Tamil Nadu,2013,Whole Year ,Tapioca,96,2873,741.9
Tamil Nadu,2013,Whole Year ,Tobacco,128,237,741.9
Tamil Nadu,1997,Kharif     ,Banana,1239,27016,950.5
Tamil Nadu,1997,Kharif     ,Horse-gram,3292,1630,950.5
Tamil Nadu,1997,Kharif     ,Onion,6851,49562,950.5
Tamil Nadu,1997,Kharif     ,Sesamum,1599,1190,950.5
Tamil Nadu,1997,Kharif     ,Small millets,2041,1540,950.5
Tamil Nadu,1997,Whole Year ,Arhar/Tur,9370,6030,950.5
Tamil Nadu,1997,Whole Year ,Bajra,1512,2240,950.5
Tamil Nadu,1997,Whole Year ,Banana,1280,42260,950.5
Tamil Nadu,1997,Whole Year ,Black pepper,137,20,950.5
Tamil Nadu,1997,Whole Year ,Castor seed,11434,3440,950.5
Tamil Nadu,1997,Whole Year ,Coriander,93,60,950.5
Tamil Nadu,1997,Whole Year ,Cotton(lint),3429,7730,950.5
Tamil Nadu,1997,Whole Year ,Dry chillies,217,160,950.5
Tamil Nadu,1997,Whole Year ,Gram,186,90,950.5
Tamil Nadu,1997,Whole Year ,Groundnut,76377,123050,950.5
Tamil Nadu,1997,Whole Year ,Jowar,20899,22770,950.5
Tamil Nadu,1997,Whole Year ,Maize,705,1310,950.5
Tamil Nadu,1997,Whole Year ,Moong(Green Gram),5671,3510,950.5
Tamil Nadu,1997,Whole Year ,Pulses total,32142,16370,950.5
Tamil Nadu,1997,Whole Year ,Ragi,1566,3060,950.5
Tamil Nadu,1997,Whole Year ,Rapeseed &Mustard,128,30,950.5
Tamil Nadu,1997,Whole Year ,Rice,23983,99150,950.5
Tamil Nadu,1997,Whole Year ,Small millets,6260,290,950.5
Tamil Nadu,1997,Whole Year ,Sugarcane,9415,13608000,950.5
Tamil Nadu,1997,Whole Year ,Sunflower,3181,3560,950.5
Tamil Nadu,1997,Whole Year ,Tapioca,15706,609510,950.5
Tamil Nadu,1997,Whole Year ,Total foodgrain,82909,146480,950.5
Tamil Nadu,1997,Whole Year ,Turmeric,1132,4210,950.5
Tamil Nadu,1997,Whole Year ,Urad,8941,4170,950.5
Tamil Nadu,1998,Kharif     ,Arhar/Tur,8249,7960,1079.7
Tamil Nadu,1998,Kharif     ,Bajra,897,1445,1079.7
Tamil Nadu,1998,Kharif     ,Cotton(lint),2549,6418,1079.7
Tamil Nadu,1998,Kharif     ,Groundnut,68658,148564,1079.7
Tamil Nadu,1998,Kharif     ,Horse-gram,2763,1829,1079.7
Tamil Nadu,1998,Kharif     ,Jowar,56098,62498,1079.7
Tamil Nadu,1998,Kharif     ,Maize,447,831,1079.7
Tamil Nadu,1998,Kharif     ,Moong(Green Gram),7671,5285,1079.7
Tamil Nadu,1998,Kharif     ,Pulses total,30793,23205,1079.7
Tamil Nadu,1998,Kharif     ,Ragi,1957,3681,1079.7
Tamil Nadu,1998,Kharif     ,Rice,24167,83225,1079.7
Tamil Nadu,1998,Kharif     ,Sesamum,1915,1131,1079.7
Tamil Nadu,1998,Kharif     ,Small millets,49500,23200,1079.7
Tamil Nadu,1998,Kharif     ,Sunflower,1527,1516,1079.7
Tamil Nadu,1998,Kharif     ,Total foodgrain,118172,17787,1079.7
Tamil Nadu,1998,Kharif     ,Urad,8952,7170,1079.7
Tamil Nadu,1998,Rabi       ,Gram,525,437,1079.7
Tamil Nadu,1998,Rabi       ,Wheat,250,13,1079.7
Tamil Nadu,1998,Whole Year ,Banana,749,24727,1079.7
Tamil Nadu,1998,Whole Year ,Black pepper,17,3,1079.7
Tamil Nadu,1998,Whole Year ,Castor seed,10700,3220,1079.7
Tamil Nadu,1998,Whole Year ,Dry chillies,257,155,1079.7
Tamil Nadu,1998,Whole Year ,Garlic,471,2485,1079.7
Tamil Nadu,1998,Whole Year ,Onion,5445,42422,1079.7
Tamil Nadu,1998,Whole Year ,Rapeseed &Mustard,10,3,1079.7
Tamil Nadu,1998,Whole Year ,Sannhamp,171,125,1079.7
Tamil Nadu,1998,Whole Year ,Sugarcane,9411,1505330,1079.7
Tamil Nadu,1998,Whole Year ,Sweet potato,19,342,1079.7
Tamil Nadu,1998,Whole Year ,Tapioca,8666,321872,1079.7
Tamil Nadu,1998,Whole Year ,Tobacco,5,7,1079.7
Tamil Nadu,1998,Whole Year ,Turmeric,1178,4378,1079.7
Tamil Nadu,1999,Kharif     ,Arhar/Tur,9927,6865,922.6
Tamil Nadu,1999,Kharif     ,Bajra,625,1065,922.6
Tamil Nadu,1999,Kharif     ,Castor seed,12084,3737,922.6
Tamil Nadu,1999,Kharif     ,Cotton(lint),3468,7390,922.6
Tamil Nadu,1999,Kharif     ,Groundnut,72927,127509,922.6
Tamil Nadu,1999,Kharif     ,Horse-gram,4663,2042,922.6
Tamil Nadu,1999,Kharif     ,Jowar,61229,61988,922.6
Tamil Nadu,1999,Kharif     ,Korra,436,199,922.6
Tamil Nadu,1999,Kharif     ,Maize,566,911,922.6
Tamil Nadu,1999,Kharif     ,Moong(Green Gram),8262,6163,922.6
